days,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Caribbean Netherlands,Bosnia,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cabo Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,DRC,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Swaziland,Ethiopia,Faroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Channel Islands,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Latvia,Lebanon,Lesotho,Liberia,Libyan Arab Jamahiriya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Macedonia,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,S. Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,UAE,UK,USA,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
1/11/22,4925111,2419734,13016994,128824,12322522,21092,121756,82574110,1705799,164348,44700720,17155791,11531165,312070,3285403,134156519,302180,8998559,22887286,431743,2030564,115298,1164079,10787201,35845,1885278,1339051,337655171,36033,936708,3911536,1254412,8745,31085693,1030029,72218206,598055,134831,565485,359281,45385979,2912178000,66935960,594196,782726,25605,8035829,7420798,4875974,31975625,232197,1607635,16198682,360756,12549215,140008,59703,14247782,28491355,59888258,9730442,453792,1851194,420155,10958395,100067,4407,1275172,10155346,130195414,336517,495618,323935,2577637,159664278,10033695,108913,18211990,78783,81826,11960896,144775,3421681,414797,735079,203763,9962599,10322341,15424031,727886,1537841948,290006072,123195662,14764854,10156598,182744,17491200,117257768,1242001,202607606,216200,8706837,17575249,10779531,111686,7132332,2311609,7510991,2650692,4625701,896585,1058462,2865628,65854,4276091,1132911,994523,1011542,1847917,59914427,793831,1705671,1146466,2015054,2119540,132840902,1811729,65140,5374811,641801,3176,51268451,17316653,37930692,650184,15129,26805722,31322045,359372,8495585,8080802,1794389,17190271,2859,1781928,10276005,6300955,163648656,3428440,6456904,515459,7200377,53844506,115303412,94,48643742,20956376,5332945,16090958,148312773,14354104,7892,55924,106184,62326,264438,58012,173099,53099212,1934668,8300076,187326,923880,12279737,53844,5406717,2823690,251206,1630833,28617042,108211524,290760,86024996,34256390,3652020,493577,18114422,14500225,3216427,35591328,7407024,2895985,108524424,1218471,2465764,2162,138148,1440179,12445869,137428160,6108348,64358,12435,12282549,29023090,22895785,135739326,533834532,7060619,39949291,168882,33450010,163533682,12247,687855,1967446,7394596
1/12/22,4940398,2427967,13036854,129689,12377226,21113,121859,83076811,1712186,164494,45045755,17202485,11562620,312840,3290761,137578252,302255,9045352,23029295,432428,2046638,115430,1164236,10867524,35845,1889593,1341784,338386118,36053,940079,3941901,1261811,8786,31218844,1030283,72621357,600389,135022,569081,361825,45496669,2918249000,67269813,594805,783848,25609,8055019,7439408,4901094,32161357,233444,1618223,16285836,366516,12591714,140616,59547,14274313,28635431,60227667,9745663,453936,1856988,422028,10958596,100524,4407,1275484,10225316,130806240,337239,498746,326234,2588299,160546009,10093171,109110,18298513,78834,82010,12072818,145037,3423629,415196,737130,204014,9976778,10362889,15449813,730059,1544297708,291320182,123766820,14846973,10190659,182880,17562527,117970973,1251085,202759143,216476,8742328,17594455,10878311,112606,7144941,2324236,7546325,2662698,4654837,897172,1060984,2875173,66210,4290641,1142078,996946,1017269,1852950,60175772,794834,1748863,1152980,2016920,2126003,133256228,1828482,65140,5380649,642471,3214,51321365,17618402,38098155,651092,15131,27027430,31514872,359515,8543725,8135930,1808064,16934906,2864,1783543,10375944,6312663,165296972,3431550,6479454,516036,7228162,54091946,116284392,94,48893428,21043031,5372222,16115653,148798883,14482005,7892,55841,106318,62408,264507,58186,174374,53314310,1938566,8302871,187673,929531,12319144,54486,5428791,2831095,251966,1635861,28706020,108593506,291809,86326709,34310730,3660935,493655,18162608,14575778,3220506,35538991,7472116,2929109,109094520,1219665,2470581,2164,138327,1444171,12463191,137891835,6127454,64480,12438,12329648,29125670,22929333,135915818,535157096,7092922,40094604,169618,33576271,164623231,12254,689781,2003194,7415409
1/13/22,4954809,2435523,13055805,130554,12482460,21134,122215,83544061,1719070,164546,45391353,17249959,11592507,313464,3296707,138814649,302783,9095243,23165774,433183,2062712,115562,1164393,10965771,35845,1893908,1344517,339257036,36075,943423,3971557,1259250,8400,31306431,1030537,73045646,602996,135206,572677,364369,45595478,2923698000,67597103,595414,784970,25613,8074048,7456782,4923403,32375745,233803,1625105,16371199,386592,12631591,141224,59595,14302345,28766520,60567685,9760884,454104,1862917,427073,10958934,100616,4407,1275770,10277563,131426536,337961,501874,328533,2596549,161383884,9004225,109271,18382249,78885,82196,12180181,145278,3425060,415327,739181,204265,9987516,10406193,15475710,742545,1553919710,292634292,124970698,14902885,10224410,183063,17625974,118678652,1255242,202909573,216880,8777819,17622972,10943198,113427,7166114,2333144,7581659,2673864,4668227,897759,1063506,2893961,66539,4304747,1151424,999488,1022996,1855128,60448408,795369,1771562,1159050,2018786,2132466,133510275,1833770,65140,5387539,643518,3258,51382829,17936906,38270517,652000,15133,27250791,31692343,359670,8591138,8166688,1819198,17220942,2869,1785158,10476587,6324371,166083807,3434710,6501657,516541,7255846,54343101,117337626,94,49115019,21128778,5389250,16136632,149620043,14609906,7892,55909,106507,62490,264588,58375,175649,53533993,1943038,8306345,188020,939634,12361732,55253,5449997,2847348,252726,1640889,28794410,109031042,292938,86659108,34495133,3669850,494017,18215641,14652491,3224585,35606386,7537208,2962233,109685368,1220852,2475417,2166,138489,1447374,12479874,138326318,6146560,64602,12441,12361403,29218505,22972257,136080385,536459113,7124337,40200788,170354,33702532,165524173,12261,691707,2039439,7436533
1/14/22,4968267,2442402,13073846,131419,12690132,21046,122328,83965585,1726452,164625,45729166,17314587,11618394,314056,3299722,139348004,303186,9148232,23290527,435465,2078786,115425,1164550,11038395,35845,1898223,1347250,339988963,36134,946170,3996310,1269540,8444,31467747,1024333,73444341,611615,135232,576273,366913,45690013,2928981000,67904417,596023,786092,25617,8092916,7450983,4945094,32600145,234484,1630570,16463918,391674,12613788,141832,59624,14326876,28894911,60908312,9776105,454296,1869395,429219,10960502,100881,4407,1276030,10325032,132143378,338683,505002,330832,2604346,162164168,9091335,109445,18464988,78936,82423,12288429,145498,3425974,415470,744876,204516,9922570,10451089,15501722,745672,1556478542,293948402,125262221,14960221,10258571,183307,17650757,119386253,1256326,203186006,217262,8813310,17643308,11001039,114150,7179330,2342028,7616993,2687204,4686255,898346,1066028,2910612,67040,4319767,1161317,1002337,1028723,1856253,60688991,796056,1773767,1165421,2020652,2138929,133781928,1836567,65140,5389933,644531,3447,51441394,18232308,38447779,652908,15135,27475805,31531996,359837,8637469,8199806,1827792,17575151,2874,1786773,10523192,6336079,166837089,3437919,6523514,516973,7281308,54577025,118120409,94,49362965,21194536,5403271,16161475,149640850,14737807,7892,55964,106583,62572,264681,58579,176924,53656569,1947510,8324076,188367,954189,12416879,58778,5470335,2863271,253486,1645917,28884710,109726433,294147,86896967,34568856,3678765,494314,18273522,14731445,3228664,35698752,7602300,2995357,110455329,1222033,2480664,2168,138634,1450406,12497274,138826560,6165666,64724,12444,12392520,29309322,22985689,136244149,537939916,7160819,40286158,171090,33828793,166628146,12268,693633,2068431,7453806
1/15/22,4980290,2448604,13090977,132284,12794365,21068,122439,84153965,1734331,164635,45919637,17360957,11648496,314617,3302634,141669487,303391,9204319,23378118,436268,2094860,115543,1164707,11065718,35845,1902538,1349983,340281915,36157,949400,4003300,1282722,8491,31606615,1025442,73723271,614491,135411,587785,369457,45701683,2933485000,68156006,596632,787214,25621,8111624,7465135,4960419,32808451,235230,1635530,16488435,396077,12649258,142440,59664,14336137,28946355,61224838,9791326,454511,1872675,431526,10965020,101104,4407,1276264,10262739,132589843,339405,508130,333131,2609515,162631402,9206079,109609,18550685,78987,82603,12338759,145696,3426685,415612,746891,204767,9935969,10486629,15527849,748914,1565638547,295262512,125560035,15018981,10279948,183518,17664997,120086891,1259808,203426196,217622,8848801,17663299,11062871,114775,7192317,2343993,7652327,2692322,4687595,898933,1068550,2925127,67040,4322934,1165906,1005378,1034450,1858118,60859579,798457,1775972,1168755,2022518,2145392,134370326,1838952,65140,5394123,645584,3495,51497060,18504607,38629941,653816,15137,27702471,31680525,360017,8662820,8233947,1833845,17800790,2879,1788388,10540981,6347787,167529580,3441177,6545025,517333,7307593,54805436,118910433,94,49545977,21279660,5409304,16178998,149766287,14865708,7892,56022,106715,62654,264786,58798,178199,53802512,1951982,8329135,188714,973196,12471181,59560,5489805,2872869,254246,1650945,28906789,110075775,297108,87135411,34698706,3687680,494599,18336250,14773950,2974507,35874526,7667392,3028481,110657929,1223208,2485533,2170,138762,1453031,12515433,139071821,6184772,64846,12447,12422999,29349091,23012162,136438400,538735091,7162262,40350088,171826,33955054,167724148,12274,695559,2098271,7464290
1/16/22,4990878,2454693,13107199,135421,12908606,21091,122548,84287918,1742707,164696,46034466,17405444,11672083,315146,3306303,144171163,303680,9328560,23400412,437050,2110934,115648,1163781,11075652,35845,1906853,1352716,343352666,36180,952543,4007018,1298795,8541,31706265,1027405,73939872,617364,135593,591252,374952,45702615,2937632000,68417410,597241,788336,25625,8130171,7478222,4963468,32942089,235587,1641333,16501302,399801,12682944,143048,59702,14339630,28986467,61555240,9806547,454726,1873950,434252,10966115,101285,4407,1276472,10300172,132708116,340127,499247,335430,2612313,162785933,9348458,109743,18588675,79038,82774,12398482,145873,3503658,415752,748869,205018,9955469,10513852,15554091,752272,1570696006,296576622,125973179,15035683,10294687,183697,17705013,120521289,1262064,203485253,217598,8884292,17676183,11129427,115302,7205076,2352641,7687661,2694021,4704784,899520,1071072,2910096,67351,4323822,1165924,1007906,1040177,1859497,61009735,801114,1778177,1170747,2024384,2151855,134679573,1839531,65140,5403042,646083,3541,51505974,18753804,38919898,654724,15139,27965500,31815466,360209,8674180,8269112,1837357,18011821,2884,1788943,10547940,6359495,168240105,3444484,6558918,517621,7332581,54938730,118944887,94,49558781,21365069,5412717,16188698,149979932,14993609,7892,56083,106913,62736,264903,59341,179474,53990391,1956454,8338285,189061,996654,12511601,60232,5490176,2873057,255006,1610500,28911169,110097281,298664,87153288,34766465,3696595,494868,18505617,14786889,2978407,37468756,7804380,3061605,110761456,1224376,2490416,2172,138873,1454530,12535903,139230188,6203878,64968,12450,12452840,29372377,23040118,136554312,539128831,7162276,40400755,172562,34081315,168798135,12280,697485,2131360,7470789
1/17/22,4985047,2460669,13123421,136260,13032856,21116,122656,84709875,1761529,164725,46361913,17448048,11672089,315643,3311811,147090808,303876,9387157,23488130,437810,2127008,115740,1168749,11214077,35845,1911168,1355449,347329271,36203,955599,4020717,1317760,8594,31849906,1030223,74369628,620233,135777,594591,377308,45807180,2942111000,68596190,597850,789458,25629,8145182,7490243,4974705,33013350,236032,1647214,16555251,402846,12714845,143796,59738,14366533,29107463,61874809,9821768,454941,1877576,440245,10965479,101444,4407,1276654,10332348,133114571,340849,502204,337729,2622459,163267268,10015888,109875,18649248,79089,82937,12501559,145112,4491762,415874,750811,205269,9981070,10554378,15582861,755745,1575863289,297890732,126401975,15090270,10309604,183851,17738876,121120226,1263191,203668664,217907,8919783,17683075,11190742,115730,7198089,2361096,7722995,2701229,4724154,900107,1073594,2920510,67451,4333427,1170412,1010511,1045904,1861761,61258022,803859,1780382,1175136,2026250,2158318,134989304,1846783,65140,5404572,646213,3585,51560589,18979898,39105999,655632,15141,28192960,31936820,360414,8730116,8305300,1838329,18228240,2889,1790488,10585916,6375600,168365369,3447840,6583231,517836,7356271,55125326,119746232,94,49715916,21450764,5447278,16205661,150096505,15121510,7892,56146,107049,62818,265031,59590,182238,54190407,1960926,8344382,189408,1024564,12549305,60793,5508079,2875634,255766,1615035,28999088,110571617,300407,87397175,34823410,3705510,495121,18574712,14842727,2982129,37917556,7863721,3094729,111219969,1225538,2495313,2174,138967,1454725,12552782,139578409,6222984,65090,12453,12482043,29453298,23083264,136669829,539959879,7193062,40438159,173298,34207576,169871107,12286,695355,2171611,7480489
1/18/22,4994967,2466140,13139643,137073,13167114,21142,122762,85118930,1770229,164833,46682438,17488768,11701685,316109,3315785,148552776,304050,9445165,23578759,438549,2138322,115819,1178528,11289634,35845,1915483,1358182,348164653,36226,958568,4039684,1339616,8650,32004508,1033895,74636751,623098,135964,597801,379476,45891887,2947136000,68880919,598459,790580,25601,8162533,7482020,4990195,33145786,236610,1652696,16612985,405213,12744961,144398,59772,14396907,29217441,62183545,9836989,455655,1882209,443442,10966636,101029,4407,1276260,10342692,133574532,342983,504991,340028,2632527,163920058,10189474,109828,18723304,79270,83091,12610630,145171,4649761,416036,752717,205520,10012772,10593132,15609079,753008,1576006300,299204842,126779652,15157561,10326926,183651,17769093,121750640,1268947,203901102,218186,8955274,17702832,11174610,116060,7208248,2373365,7808722,2710897,4733444,900694,1076116,2929961,67692,4343068,1179029,1012834,1051631,1860760,61391692,805662,1782587,1179961,2028116,2164781,135022230,1855176,65140,5411741,647182,3627,51664735,19205992,39291139,656540,15128,28417908,32044587,360890,8786392,8342512,1839301,18567498,2894,1791964,10639882,6387931,169131246,3451196,6610692,516457,7378664,55296352,120645514,94,49904088,21536745,5479206,16222341,150791871,15249411,7892,56212,107182,62900,265421,59854,183369,54365950,1965398,8351144,190758,1056926,12580111,61244,5525283,2879340,256766,1619077,29084973,110893932,302338,87645324,34836372,3642188,495009,18645327,14903353,2985672,38359182,7917312,3127853,111722635,1226559,2500224,2176,138684,1456916,12573385,139865637,6242090,65212,12456,12511246,29538475,23101352,136792383,540967964,7215326,40462301,174034,34333837,170934401,12287,697867,2215416,7495033
1/19/22,5004050,2471611,13155865,137860,13311380,21169,122867,85507096,1779253,164933,47013624,17527605,11729782,316543,3318855,149871251,304060,9502585,23671949,439267,2154226,115624,1193117,11357778,35845,1919798,1360915,349495232,36249,961451,4058974,1364364,8709,32147810,1038422,74989065,625959,136153,600883,381456,45979837,2951846000,69176876,599068,791702,25605,8178849,7492533,5006483,33275888,237000,1657778,16665503,406901,12773292,144993,59775,14418915,29311690,62481448,9852210,455868,1886347,446692,10967908,101312,4407,1276420,10407420,133967580,343633,507607,342327,2635602,164601486,10366633,109993,18795960,79321,83236,12709408,145234,4812712,416500,754587,205771,10050575,10630499,15635159,756102,1592451490,300518952,127216770,15208002,10342931,183757,17790361,122361332,1271148,204156275,218226,9046603,17725973,11229156,116390,7214597,2386654,7845872,2720951,4738986,901281,1078638,2938991,67929,4352456,1186926,1014978,1057358,1862380,61665645,809683,1784792,1184262,2029982,2171244,135481459,1863038,65140,5416594,647992,3666,51721969,19066507,39475318,657448,15134,28640344,32138767,361105,8839268,8403579,1840273,18829047,2899,1793370,10717500,6400885,169925841,3454552,6641301,516710,7399759,55462721,121493405,94,50076643,21623011,5513979,16239058,151095758,15377312,7892,56320,107220,62982,265579,60134,184356,54597568,1969870,8356720,191083,1089288,12610727,61585,5541788,2883594,257592,1622626,29169144,111165960,304457,88000590,34928327,3651897,495232,18717463,14958601,2989037,38825635,7965153,3160977,112251623,1227776,2505149,2178,138776,1459481,12592621,140087559,6261196,65334,12459,12540449,29613234,23116474,136905995,541956732,7244230,40466248,174770,34460098,172011305,12294,700965,2237516,7511557
1/20/22,5012285,2477082,13172087,138620,13453209,21198,122970,85891523,1788600,165016,47364850,17564559,11756566,316977,3322349,151390044,304083,9559417,23750492,439964,2169961,115749,1212517,11408180,35845,1924113,1363648,350629268,36271,964247,4078145,1392003,8771,32279446,1043803,75302695,628816,136345,603836,383248,46098327,2956218000,69446314,599677,792824,25609,8194130,7502604,5021663,33422531,237403,1658363,16720317,393656,12799839,145581,59814,14459835,29400794,62768517,9894572,456080,1890796,449994,10969277,101803,4407,1276584,10461909,134351668,344211,510052,344626,2643528,165303324,10547365,110157,18863508,79373,83373,12802759,145300,4599503,416817,756421,206022,10094478,10670777,15661100,760737,1600333779,301833062,127687808,15257775,10358438,183915,17811944,122964732,1276028,204409889,218460,9079424,17748892,11345649,116720,7222562,2405011,7884838,2730210,4766884,901868,1081160,2947977,68172,4362030,1194348,1017416,1063085,1864968,61919245,811917,1786997,1188150,2031848,2177707,135842560,1871454,65140,5421108,648757,3703,51780791,19260488,39658536,658356,15143,28860268,32219359,361317,8893145,8441578,1841245,19073186,2904,1794706,10792189,6414462,170711868,3457908,6675058,517073,7419557,55611773,122313496,94,50298537,21709563,5543839,16254595,151301512,15505213,7892,56385,107352,63064,265755,60430,185200,54766919,1974342,8362705,191387,1121650,12643710,61815,5557594,2888382,258483,1625683,29251262,111503807,306764,88348566,35002903,3662400,495433,18791119,15011502,2992223,39296381,8007244,3194101,112825360,1229055,2510089,2180,138883,1462114,12613162,140311232,6280302,65456,12462,12569652,29699380,23176828,137022678,542902164,7273828,40470195,175506,34586359,173101818,12302,713432,2267292,7524459
1/21/22,5020640,2482553,13188309,139354,13592601,21256,123073,86264412,1798271,165593,47698880,17560082,11765037,317411,3323673,153212005,304173,9615661,23822758,440194,2185526,115933,1236728,11468728,35845,1928428,1366381,351485976,36290,965131,4091684,1419642,8833,32401158,1050039,75614633,631669,136593,603963,384853,46195823,2960675000,69789455,600286,793946,25614,8208376,7512233,5033759,33549486,238049,1663023,16782175,395817,12787122,146163,59946,14466737,29495833,62817255,9908640,456290,1895855,453299,10970566,101982,4407,1276752,10498756,134817144,344717,512326,349875,2651265,165901732,10704036,110192,18931582,79430,83322,12898674,145369,4769678,417265,757464,204902,10272600,10718835,15686903,763257,1609613007,303147172,128074679,15306880,10371886,184037,17822578,123551087,1282313,204806165,218678,9109574,17772417,11437774,117050,7230425,2413333,7925621,2740161,4781398,902455,1083682,2956920,68528,4372607,1202378,1020354,1068812,1867161,62121642,814264,1789202,1191768,2033714,2184170,136829147,1884181,65140,5426161,649450,3691,51841201,19422355,39840793,661079,15156,29077680,32001031,361527,8951825,8479340,1842217,19299916,2909,1795973,10822874,6428662,171341271,3461264,6711963,517546,7410811,55754599,122997908,94,50500491,21802401,5586386,16271662,151194542,15658591,7892,56410,107399,63146,265949,60741,185900,54841337,1978814,8368436,191669,1154012,12687683,59619,5572701,2893435,259440,1628247,29339383,112048693,309258,88585944,35100585,3673696,495635,18866295,15066249,2995230,39795263,8043585,3226750,113540477,1230396,2515341,2182,139006,1464353,12654706,140556373,6299408,65578,12465,12598855,29790690,23209762,137145712,543995187,7300873,40474142,176242,34712620,174192331,12311,717301,2258222,7542598
1/22/22,5029115,2488024,13204531,140062,13731993,21286,123176,86438204,1808266,165703,47889638,17594233,11791254,317845,3324636,152813421,304407,9671317,23885478,440885,2200921,116190,1265750,11479191,35845,1932743,1369114,352744905,36310,967742,4095421,1447281,8895,32492665,1056275,75828249,634522,136777,606962,386270,46205124,2964370000,70045383,600895,795068,25619,8221586,7522485,5045143,33659972,238176,1667511,16793139,399130,12810187,146738,59992,14475068,29542574,63083468,9921554,456498,1897983,456607,10971355,102171,4407,1276925,10540434,135112397,345150,514430,351913,2656703,166198249,10836645,110437,19004130,79477,83449,12943087,145441,4633813,419652,759305,205425,10318520,10758089,15712567,765699,1617088106,304461282,128252824,15355317,10382916,184159,17826550,124117184,1285635,205127581,218880,9137054,17794582,11522950,117380,7238185,2415363,7968220,2744401,4782913,903042,1086204,2963656,68528,4373886,1206592,1023489,1074539,1869809,62282626,815675,1791407,1193682,2035580,2190633,137169511,1890708,65140,5430683,650161,3723,51893809,19552109,40001909,665075,15172,29292580,32064352,361735,8992538,8516865,1843189,19360511,2914,1797170,10826928,6443484,171973762,3464620,6752016,518129,7428051,55908931,123655894,94,50630585,21888167,5589214,16288370,151894759,15785530,7892,56465,107540,63228,266161,61068,186456,55033202,1983286,8373686,191929,1186374,12730019,59732,5587110,2894046,260463,1630318,29363052,112335367,311940,88819349,35169130,3685786,495838,18942991,15095084,2998059,40283618,8074175,3260398,113720612,1231799,2520333,2184,139144,1466293,12672586,140665664,6318514,65700,12468,12628058,29829551,23255620,137287078,544621478,7302642,40478089,176978,34838881,175282844,12321,721355,2281613,7554445
1/23/22,5037710,2493495,13220753,140193,13944656,21315,123279,86557043,1825382,166004,48010195,17627464,11813840,318279,3329649,154124391,304582,9714033,23895719,441592,2216147,116519,1400608,11485022,35845,1937058,1371847,352952210,36328,970255,4097359,1474920,8957,32555191,1062511,76005682,637375,136950,610264,387499,46206100,2968121000,70105545,601504,796190,25624,8233761,7533360,5046209,33727420,238561,1671731,16799675,403595,12831556,147166,60038,14479747,29564789,63350492,9933315,456704,1898982,460130,10972255,102369,4407,1277102,10584917,135180969,345511,516363,353689,2663162,166306015,10945193,110556,19031146,79519,83574,12971548,145517,4654781,420300,761188,206219,10360355,10790068,15738093,768062,1622210924,305775392,128640395,15370064,10390244,184276,17842212,124465527,1283812,205228062,218898,9161863,17807668,11542128,117710,7243697,2419611,8012635,2745724,4785351,903629,1088726,2973206,68712,4374039,1212614,1026051,1080266,1870093,62417022,819148,1793612,1195041,2037446,2197096,137357032,1885107,65140,5432373,650502,3753,51955434,19649749,40175901,672159,15192,29504968,32123989,361940,9021675,8554154,1844161,19546558,2919,1798298,10828598,6458929,172609341,3467976,6861327,518822,7444030,56028010,123365808,94,50671742,21972862,5616722,16292476,151930977,15911507,7892,56514,107573,63310,266391,61738,186868,55449797,1987758,8371669,192168,1218736,12761141,59837,5586144,2894143,261551,1631896,29434007,112351977,318565,88759314,35220490,3714541,496042,19053131,15101089,3000888,40209215,7978262,3294569,113830224,1233264,2525363,2186,139298,1467227,12684824,140743552,6337620,65822,12471,12599741,29852092,23288395,137372778,544955362,7302655,40482036,177714,34965142,176429307,12332,725595,2301862,7561349
1/24/22,5046054,2498966,13236975,140795,14082528,21344,123382,86924932,1835688,166195,48330551,17659776,11813843,318713,3332640,153882479,304719,9767647,23948686,442315,2231203,116920,1430325,11530381,35845,1941373,1374580,354878131,36343,972669,4104239,1502559,9019,32682982,1068747,76324615,640228,137112,613869,388728,46310098,2973459000,70350747,602113,797312,25630,8244901,7544858,5052469,33775628,238955,1671759,16837752,409211,12851228,147733,60084,14486398,29635565,63630482,9923160,456908,1901809,463151,10972564,102577,4407,1277372,10632205,135463199,345800,518296,355204,2658343,166663282,11029680,110677,19074854,79478,83697,13043629,145596,4673214,421018,763113,207284,10398105,10837838,15760570,770347,1623419845,307089502,129022276,15416868,10396322,184412,17854781,124996409,1287337,205509065,219076,9184001,17816568,11553636,118040,7254313,2427745,8058866,2751103,4807990,904216,1091248,2983237,68545,4380826,1209564,1028688,1085993,1870335,62625286,822406,1795817,1198156,2039312,2203559,137828376,1892090,65140,5433063,651205,3780,52011939,19715276,40343550,682331,15216,29664607,32179942,362095,9096582,8591206,1845133,19751616,2924,1799426,10855018,6474997,172836036,3471332,6902005,521934,7458748,56204069,123964646,94,50795046,22056486,5621332,16305409,152466537,16022095,7892,56557,107661,63392,267016,62065,187136,55764235,1992230,8376169,192385,1251098,12796307,59935,5598894,2896275,264085,1633474,29452653,112703330,321285,88984996,35231619,3726419,496244,19129726,15137541,3003717,40597586,8006227,3329264,114271003,1234791,2530431,2188,139467,1467373,12698232,140938758,6356726,65944,12474,12630342,29921638,23314584,137474493,545759030,7329550,40485983,178464,35091403,177388045,12345,730021,2291351,7567550
1/25/22,5055422,2504437,13253197,141318,14218881,21373,123485,87273405,1845658,166117,48651936,17691168,11845510,319147,3341262,155002117,304941,9819808,23993220,443053,2246090,117393,1455926,11601193,35845,1945688,1377313,355987219,36356,974985,4114896,1530198,9081,32800712,1074983,76656070,643081,137264,617777,389957,46402434,2978646000,70595963,602722,798434,25636,8234302,7556979,5061724,33866971,239019,1675552,16875086,415979,12869204,148305,60130,14525084,29706090,63894269,9936259,457110,1905106,462652,10973450,102553,4407,1277567,10693347,135781197,346017,520229,356458,2667808,167164058,11114167,110799,19104334,79487,83818,13112475,145743,4695558,421781,765080,208620,10431771,10884572,15785744,768450,1630312330,308403612,129406287,15462708,10405354,184692,17869217,125547980,1291923,205838744,219246,9147386,17839238,11625788,118370,7301108,2441934,8106914,2758021,4826318,904803,1093770,3003536,68579,4387534,1214140,1031074,1091720,1870776,62844109,825843,1798022,1201389,2041178,2210022,138851637,1900228,65140,5436704,651871,3804,52024434,19748690,40504856,695591,15243,29887019,32232211,362292,9173058,8628021,1846105,19942483,2929,1800554,10889663,6491065,173424775,3474688,6940159,522737,7472205,56381588,124510385,94,50952034,22139038,5655277,16322725,152501244,16154255,7892,56593,107743,63474,267301,62376,187404,56009853,1996702,8380400,192580,1283460,12828411,60026,5610684,2899061,265273,1635052,29517584,112986890,324043,89270072,35302465,3718299,496429,19204700,15174189,3006546,40955834,8037317,3364483,114713746,1237678,2535536,2190,139652,1470094,12706499,141098118,6375832,66066,12477,12662342,30003374,23341328,137570759,546569635,7349986,40489930,179152,35217664,178461490,12359,734047,2305684,7577954
